Product_sku_0,Place_name_0,Total_Price_0,Price_per_meter_0,Land_Area_0,Certificate_0,Land_Dimensions_0,Property_Type_0,Ad_Type_0,Place_PostalAddress_addressLocality_0,BreadcrumbList_ListItem_name_2,BreadcrumbList_ListItem_name_3,Product_description_0
,"Jual Tanah Lokasi Prima Kawasan Tanah Abang, Luas 6000m², Akses Tanah Abang, Jakarta Pusat, Jakarta Pusat",Rp450 Miliar Total,Harga per m² Rp.75 Juta,LT6000 m²,SHM,,,,"Tanah Abang, Jakarta Pusat",Jakarta Pusat,Tanah Abang,
,"Tanah Komersial Kawasan Pejompongan, Luas 117m², Akses Mudah","Rp3,65 Miliar Total","Harga per m² Rp.31,2 Juta",LT117 m²,SHM,,,,"Pejompongan, Jakarta Pusat",Jakarta Pusat,Pejompongan,
,"Dijual Tanah di Kemayoran, Luas 828m², Area Berkembang","Rp8,8 Miliar Total","Harga per m² Rp.10,6 Juta",LT828 m²,SHM,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"PRIME LOCATION! Tanah Kawasan Gajah Mada, Luas 3593m², Cocok untuk Investasi",Rp143 Miliar Total,Harga per m² Rp.40 Juta,LT3593 m²,SHM,,,,"Gajah Mada, Jakarta Pusat",Jakarta Pusat,Gajah Mada,
,"Tanah Area Strategis di Samanhudi, Luas 600m², Ideal untuk Bisnis","Rp38,5 Miliar Total","Harga per m² Rp.64,1 Juta",LT600 m²,Lainnya,,,,"Samanhudi, Jakarta Pusat",Jakarta Pusat,Samanhudi,
,"PRIME LOCATION! Tanah Kawasan Kemayoran, Luas 220m², Cocok untuk Investasi","Rp1,7 Miliar Total","Harga per m² Rp.7,72 Juta",LT220 m²,SHM,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"Tanah Komersial di Tanah Abang, Luas 388m², Pinggir Jalan","Rp19,5 Miliar Total","Harga per m² Rp.50,2 Juta",LT388 m²,SHM,,,,"Tanah Abang, Jakarta Pusat",Jakarta Pusat,Tanah Abang,
,"Jual Tanah di Kemayoran, Luas 1046m², Lokasi Strategis, Kontur Rata",Rp8 Miliar Total,"Harga per m² Rp.7,64 Juta",LT1046 m²,SHM,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"Dijual Tanah Area Premium Kawasan , Luas 1669m2m², Prospek Tinggi",Rp55 Miliar Total,"Harga per m² Rp.32,9 Juta",LT1669 m²,Lainnya,,,,"Cideng, Jakarta Pusat",Jakarta Pusat,gambir,
,"Tanah Kawasan Bisnis di Menteng, Luas 1012m², Ideal untuk Usaha","Rp75,9 Miliar Total",lebih hemat,LT1012 m²,Hak Sewa,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"HARGA MENARIK! Tanah di Johar Baru, Luas 300m², Lokasi Potensial, Bebas Longsor","Rp5,34 Miliar Total","Harga per m² Rp.17,8 Juta",LT300 m²,SHM,,,,"Johar Baru, Jakarta Pusat",Jakarta Pusat,johar baru,
,"Tanah Kawasan Tanah Abang, Luas 553m², Lokasi Strategis, Kawasan Nyaman",Rp46 Miliar Total,"Harga per m² Rp.83,1 Juta",LT553 m²,Lainnya,,,,"Tanah Abang, Jakarta Pusat",Jakarta Pusat,Tanah Abang,
,"HOT DEAL! Tanah Kawasan Menteng, Luas 529m², Lokasi Premium","Rp22,5 Miliar Total",lebih hemat,LT529 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Kawasan Menteng, Luas 3465m², Area Potensial, Dekat Menteng, Jakarta Pusat, Jakarta Pusat",Rp550 Miliar Total,Harga per m² Rp.158 Juta,LT3465 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"HOT DEAL! Tanah di Karet Tengsin, Luas 4819m², Area Strategis",Rp240 Miliar Total,Harga per m² Rp.50 Juta,LT4819 m²,SHM,,,,"Karet Tengsin, Jakarta Pusat",Jakarta Pusat,tanah abang,
,"Tanah Premium Kawasan Cideng, Luas 1669m², Ideal untuk Investasi",Rp49 Miliar Total,lebih hemat,LT1669 m²,Lainnya,,,,"Cideng, Jakarta Pusat",Jakarta Pusat,gambir,
,"HARGA MENARIK! Tanah di Menteng, Luas 321m², Lokasi Berkembang, Bebas Banjir",Rp25 Miliar Total,"Harga per m² Rp.77,8 Juta",LT321 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Premium di Menteng, Luas 1626m², Ideal untuk Perumahan",Rp250 Miliar Total,Harga per m² Rp.153 Juta,LT1626 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Area Berkembang Kawasan Cempaka Putih, Luas 408m², Akses ke Pusat Kota, Akses Cempaka Putih, Jakarta Pusat, Jakarta Pusat","Rp13,8 Miliar Total",Harga per m² Rp.34 Juta,LT408 m²,Lainnya,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"AREA PROSPEKTIF! Tanah di Menteng, Luas 878m², Dekat Fasilitas Umum, Kawasan Potensial",Rp34 Miliar Total,lebih hemat,LT878 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Dijual Tanah Kawasan Bisnis Kawasan Menteng, Luas 210m², Potensi Bagus",Rp15 Miliar Total,"Harga per m² Rp.71,4 Juta",LT210 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah di Menteng, Luas 1088m², Dekat Jalan Utama",Rp78 Miliar Total,lebih hemat,LT1088 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Premium di Menteng Atas, Luas 4320m², Akses Menteng Atas, Jakarta Pusat, Jakarta Pusat",Rp64 Miliar Total,"Harga per m² Rp.14,8 Juta",LT4320 m²,Lainnya,,,,"Menteng Atas, Jakarta Pusat",Jakarta Pusat,Menteng Atas,
,"Tanah di Sawah Besar, Luas 462m², Kawasan Bisnis","Rp16,6 Miliar Total","Harga per m² Rp.35,9 Juta",LT462 m²,SHM,,,,"Sawah Besar, Jakarta Pusat",Jakarta Pusat,Sawah Besar,
,"Tanah Kawasan Menteng, Luas 370m², Akses Mudah",Rp17 Miliar Total,lebih hemat,LT370 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Dijual Tanah Area Berkembang di Kemayoran, Luas 468m², Akses Kemayoran, Jakarta Pusat, Jakarta Pusat","Rp8,79 Miliar Total",lebih hemat,LT468 m²,Lainnya,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"Tanah Kawasan Menteng, Luas 640m², Akses Jalan Raya",Rp60 Miliar Total,"Harga per m² Rp.93,7 Juta",LT640 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Strategis Kawasan Menteng, Luas 1012m², Dekat Menteng, Jakarta Pusat, Jakarta Pusat",Rp126 Miliar Total,Harga per m² Rp.124 Juta,LT1012 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Lokasi Potensial Kawasan Kemayoran, Luas 45m², Akses ke Pusat Kota, Lingkungan Nyaman",Rp550 Juta Total,"Harga per m² Rp.12,2 Juta",LT45 m²,SHM,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"HARGA TERBAIK! Tanah di Kemayoran, Luas 138m², Area Strategis",Rp1 Miliar Total,lebih hemat,LT138 m²,SHM,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"Dijual Tanah di Senen, Luas 682m², Area Strategis, Kontur Datar","Rp9,2 Triliun Total","Harga per m² Rp.13,5 Miliar",LT682 m²,SHM,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Dijual Tanah Area Strategis di Senen, Luas 4241m², Cocok untuk Pengembangan",Rp152 Miliar Total,Harga per m² Rp.36 Juta,LT4241 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Jual Tanah Lokasi Strategis Kawasan Tanah Abang, Luas 1163m², Dekat Transportasi","Rp10,5 Miliar Total","Harga per m² Rp.9,03 Juta",LT1163 m²,Lainnya,,,,"Tanah Abang, Jakarta Pusat",Jakarta Pusat,Tanah Abang,
,"Dijual Tanah Area Berkembang Kawasan Menteng, Luas 1019m², Lingkungan Nyaman",Rp95 Miliar Total,"Harga per m² Rp.93,2 Juta",LT1019 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Premium di Senen, Luas 1849m², Ideal untuk Perumahan",Rp38 Miliar Total,"Harga per m² Rp.20,5 Juta",LT1849 m²,HGB,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Dijual Tanah di Menteng, Luas 569m², Dekat Pusat Kota","Rp51,2 Miliar Total",Harga per m² Rp.90 Juta,LT569 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah di Petojo, Luas 229m², Lokasi Potensial, Lingkungan Nyaman, Bebas Banjir","Rp4,3 Miliar Total",lebih hemat,LT229 m²,SHM,,,,"Petojo, Jakarta Pusat",Jakarta Pusat,Petojo,
,"LOKASI STRATEGIS! Tanah di Menteng, Luas 2975m², Area Nyaman, Cocok untuk Hunian",Rp267 Miliar Total,lebih hemat,LT2975 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Dijual Tanah Kawasan Menteng, Luas 633m², Area Potensial",Rp17 Miliar Total,"Harga per m² Rp.26,8 Juta",LT633 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah di Cempaka Putih, Luas 250m², Area Potensial, Lingkungan Nyaman","Rp3,7 Miliar Total",lebih hemat,LT250 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"Tanah Area Berkembang Kawasan Bungur, Luas 289m², Akses ke Fasilitas","Rp4,85 Miliar Total",lebih hemat,LT289 m²,SHM,,,,"Bungur, Jakarta Pusat",Jakarta Pusat,senen,
,"Tanah Premium Kawasan Gajah Mada, Luas 288m², Dekat Gajah Mada, Jakarta Pusat, Jakarta Pusat","Rp8,64 Miliar Total",Harga per m² Rp.30 Juta,LT288 m²,SHM,,,,"Gajah Mada, Jakarta Pusat",Jakarta Pusat,Gajah Mada,
,"LOKASI STRATEGIS! Tanah Kawasan Menteng, Luas 996m², Lingkungan Asri, Cocok untuk Hunian","Rp84,6 Miliar Total",Harga per m² Rp.85 Juta,LT996 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Dijual Tanah Lokasi Strategis Kawasan Menteng, Luas 996m², Dekat Menteng, Jakarta Pusat, Jakarta Pusat","Rp84,6 Miliar Total",Harga per m² Rp.85 Juta,LT996 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Jual Tanah Area Berkembang Kawasan Menteng, Luas 996m², Dekat Menteng, Jakarta Pusat, Jakarta Pusat","Rp84,6 Miliar Total",Harga per m² Rp.85 Juta,LT996 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Bisnis di Menteng, Luas 996m², Lokasi Strategis","Rp84,6 Miliar Total",Harga per m² Rp.85 Juta,LT996 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Lokasi Strategis di Menteng, Luas 996m², Kawasan Nyaman, Akses Menteng, Jakarta Pusat, Jakarta Pusat","Rp84,6 Miliar Total",Harga per m² Rp.85 Juta,LT996 m²,Lainnya,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Strategis Kawasan Kemayoran, Luas 1455m2m², Cocok untuk Perumahan",Rp33 Miliar Total,"Harga per m² Rp.22,6 Juta",LT1455 m²,Lainnya,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"HARGA MENARIK! Tanah di Gunung Sahari, Luas 24500m², Area Nyaman",Rp815 Miliar Total,"Harga per m² Rp.33,3 Juta",LT24500 m²,Lainnya,,,,"Gunung Sahari, Jakarta Pusat",Jakarta Pusat,Gunung Sahari,
,"Tanah Lokasi Premium Kawasan Senen, Luas 285m2m², Akses ke Pusat Kota","Rp3,85 Miliar Total",lebih hemat,LT285 m²,SHM,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"LOKASI STRATEGIS! Tanah Kawasan Menteng, Luas 996m², Lokasi Berkembang, Cocok untuk Hunian","Rp84,6 Miliar Total",Harga per m² Rp.85 Juta,LT996 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"For Sale Tanah Kawasan Wahid Hasyim, Luas 2303m², Area Berkembang",Rp287 Miliar Total,Harga per m² Rp.125 Juta,LT2303 m²,Lainnya,,,,"Wahid Hasyim, Jakarta Pusat",Jakarta Pusat,Wahid Hasyim,
,"Dijual Tanah Area Berkembang Kawasan Menteng, Luas 996m², Dekat Menteng, Jakarta Pusat, Jakarta Pusat","Rp84,6 Miliar Total",Harga per m² Rp.85 Juta,LT996 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah di Gajah Mada, Luas 3593m², Kawasan Bisnis",Rp144 Miliar Total,Harga per m² Rp.40 Juta,LT3593 m²,SHM,,,,"Gajah Mada, Jakarta Pusat",Jakarta Pusat,Gajah Mada,
,"Tanah di Senen, Luas 4241m², Lokasi Premium, Cocok untuk Perumahan",Rp159 Miliar Total,"Harga per m² Rp.37,4 Juta",LT4241 m²,SHM,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Tanah Area Berkembang Kawasan Senen, Luas 4241m², Dekat ke Pusat Kota",Rp674 Triliun Total,Harga per m² Rp.159 Miliar,LT4241 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,For Sale Ring 1 Menteng Tanah/Kavling,"Rp84,6 Miliar Total","Harga per m² Rp.84,9 Juta",LT996 m²,SHM,,,,"Menteng , Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah di Gajah Mada, Luas 3593m², Area Komersial",Rp143 Miliar Total,Harga per m² Rp.40 Juta,LT3593 m²,SHM,,,,"Gajah Mada, Jakarta Pusat",Jakarta Pusat,Gajah Mada,
,"For Sale Tanah di Cempaka Putih, Luas 604m², Area Potensial","Rp9,06 Miliar Total",Harga per m² Rp.15 Juta,LT604 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"Tanah Area Prospektif Kawasan Menteng, Luas 996m², Akses ke Pusat Kota, Lingkungan Nyaman","Rp84,6 Miliar Total","Harga per m² Rp.84,9 Juta",LT996 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah Lokasi Potensial Kawasan Cideng, Luas 328m², Akses ke Fasilitas",Rp10 Miliar Total,"Harga per m² Rp.30,4 Juta",LT328 m²,SHM,,,,"Cideng, Jakarta Pusat",Jakarta Pusat,gambir,
,"Tanah di Gajah Mada, Luas 3593m², Sertifikat Hak Milik, Dekat Gajah Mada, Jakarta Pusat, Jakarta Pusat",Rp127 Miliar Total,lebih hemat,LT3593 m²,SHM,,,,"Gajah Mada, Jakarta Pusat",Jakarta Pusat,Gajah Mada,
,"Tanah Lokasi Strategis Kawasan Cempaka Putih, Luas 604m², Dekat ke Pusat Kota, Dekat Cempaka Putih, Jakarta Pusat, Jakarta Pusat","Rp9,6 Miliar Total","Harga per m² Rp.15,8 Juta",LT604 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"AREA PROSPEKTIF! Tanah Kawasan Cempaka Putih, Luas 992m², Akses Transportasi, Kawasan Potensial","Rp21,8 Miliar Total",Harga per m² Rp.22 Juta,LT992 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"LOKASI STRATEGIS! Tanah di Tanah Abang, Luas 140m², Area Nyaman, Cocok untuk Hunian",Rp5 Miliar Total,"Harga per m² Rp.35,7 Juta",LT140 m²,Lainnya,,,,"Tanah Abang, Jakarta Pusat",Jakarta Pusat,Tanah Abang,
,"Dijual Tanah Area Prospektif Kawasan Senen, Luas 4241m², Dekat Senen, Jakarta Pusat, Jakarta Pusat",Rp159 Miliar Total,"Harga per m² Rp.37,4 Juta",LT4241 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Tanah di Tanah Abang, Luas 212m², Akses Jalan Raya","Rp9,54 Miliar Total",Harga per m² Rp.45 Juta,LT212 m²,SHM,,,,"Tanah Abang, Jakarta Pusat",Jakarta Pusat,Tanah Abang,
,"Tanah Lokasi Strategis di , Luas 3593m2m², Lingkungan Asri, Dekat Jakarta Pusat, Jakarta Pusat",Rp144 Miliar Total,Harga per m² Rp.40 Juta,LT3593 m²,SHM,,,,"Gajah Mada, Jakarta Pusat",Jakarta Pusat,Gajah Mada,
,"Tanah Bisnis Kawasan Menteng, Luas 321m², Akses Mudah",Rp26 Miliar Total,"Harga per m² Rp.81, Juta",LT321 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah di Cempaka Putih, Luas 250m², Kawasan Bisnis","Rp3,7 Miliar Total",lebih hemat,LT250 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"Jual Tanah Lokasi Prima Kawasan Tanah Abang, Luas 598m², Akses Tanah Abang, Jakarta Pusat, Jakarta Pusat",Rp24 Miliar Total,lebih hemat,LT598 m²,SHM,,,,"Tanah Abang, Jakarta Pusat",Jakarta Pusat,Tanah Abang,
,"HARGA TERBAIK! Tanah Kawasan Senen, Luas 4241m², Dekat Jalan Raya, Area Berkembang",Rp159 Miliar Total,"Harga per m² Rp.37,5 Juta",LT4241 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"HARGA MENARIK! Tanah di Gajah Mada, Luas 90m², Lingkungan Nyaman, Bebas Banjir","Rp1,6 Miliar Total","Harga per m² Rp.17,7 Juta",LT90 m²,SHM,,,,"Gajah Mada, Jakarta Pusat",Jakarta Pusat,Gajah Mada,
,"Jual Tanah Lokasi Prima di Senen, Luas 4241m², Akses Senen, Jakarta Pusat, Jakarta Pusat",Rp159 Miliar Total,"Harga per m² Rp.37,4 Juta",LT4241 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"LOKASI STRATEGIS! Tanah di Cempaka Putih, Luas 300m², Lokasi Potensial, Cocok untuk Hunian","Rp20,7 Miliar Total","Harga per m² Rp.6,9 Miliar",LT300 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"HARGA TERBAIK! Tanah Kawasan Johar Baru, Luas 566m², Area Premium","Rp8,77 Miliar Total","Harga per m² Rp.15,5 Juta",LT566 m²,SHM,,,,"Johar Baru, Jakarta Pusat",Jakarta Pusat,johar baru,
,"HARGA MENARIK! Tanah Kawasan Menteng, Luas 1500m², Lokasi Berkembang","Rp52,5 Miliar Total",Harga per m² Rp.35 Juta,LT1500 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"HARGA TERBAIK! Tanah Kawasan Senen, Luas 4241m², Dekat Jalan Raya, Area Berkembang",Rp169 Miliar Total,"Harga per m² Rp.39,9 Juta",LT4241 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Dijual Tanah di Johar Baru, Luas 566m², Area Potensial","Rp8,77 Miliar Total","Harga per m² Rp.15,5 Juta",LT566 m²,SHM,,,,"Johar Baru, Jakarta Pusat",Jakarta Pusat,johar baru,
,"HARGA TERBAIK! Tanah Kawasan Kramat, Luas 280m², Lokasi Premium","Rp6,5 Miliar Total","Harga per m² Rp.23,2 Juta",LT280 m²,SHM,,,,"Kramat, Jakarta Pusat",Jakarta Pusat,senen,
,"Tanah Area Berkembang Kawasan Hasyim Ashari, Luas 180m², Akses ke Fasilitas Umum, Dekat Hasyim Ashari, Jakarta Pusat, Jakarta Pusat",Rp3 Miliar Total,"Harga per m² Rp.16,6 Juta",LT180 m²,SHM,,,,"Hasyim Ashari, Jakarta Pusat",Jakarta Pusat,Hasyim Ashari,
,"For Sale Tanah di Menteng, Luas 600m², Area Berkembang",Rp20 Miliar Total,"Harga per m² Rp.33,3 Juta",LT600 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Tanah di Menteng, Luas 496m², Akses Jalan Utama","Rp19,9 Miliar Total",lebih hemat,LT496 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"AREA PROSPEKTIF! Tanah di Senen, Luas 4241m², Akses Fasilitas Umum, Kawasan Potensial",Rp159 Miliar Total,"Harga per m² Rp.37,4 Juta",LT4241 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"POTENSIAL! Tanah di Menteng, Luas 1100m², Lokasi Strategis",Rp107 Triliun Total,Harga per m² Rp.98 Miliar,LT1100 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Dijual Tanah Lokasi Prima di Gambir, Luas 171m², Akses Transportasi","Rp2,6 Miliar Total","Harga per m² Rp.15,2 Juta",LT171 m²,SHM,,,,"Gambir, Jakarta Pusat",Jakarta Pusat,gambir,
,"Tanah Area Potensial di Gunung Sahari, Luas 316m², Kawasan Nyaman, Dekat Gunung Sahari, Jakarta Pusat, Jakarta Pusat","Rp6,7 Miliar Total","Harga per m² Rp.21,2 Juta",LT316 m²,SHM,,,,"Gunung Sahari, Jakarta Pusat",Jakarta Pusat,Gunung Sahari,
,"AREA PROSPEKTIF! Tanah di Senen, Luas 4241m², Dekat Transportasi, Kawasan Potensial","Rp37,5 Juta Total","Harga per m² Rp.8,84 Ribu",LT4241 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Jual Tanah Area Berkembang Kawasan Cempaka Putih, Luas 1386m², Akses Transportasi",Rp38 Miliar Total,"Harga per m² Rp.27,4 Juta",LT1386 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"Tanah Komersial di Cempaka Putih, Luas 992m², Pinggir Jalan","Rp21,8 Miliar Total",Harga per m² Rp.22 Juta,LT992 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"AREA PROSPEKTIF! Tanah di Bungur, Luas 202m², Akses Fasilitas Umum, Kawasan Berkembang",Rp6 Miliar Total,"Harga per m² Rp.29,7 Juta",LT202 m²,Lainnya,,,,"Bungur, Jakarta Pusat",Jakarta Pusat,senen,
,"For Sale Tanah Kawasan Senen, Luas 4241m², Lokasi Berkembang",Rp159 Miliar Total,"Harga per m² Rp.37,5 Juta",LT4241 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Tanah Kawasan Senen, Luas 4241m², Area Premium, Cocok untuk Properti",Rp160 Miliar Total,"Harga per m² Rp.37,7 Juta",LT4241 m²,SHM,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Tanah Lokasi Potensial di Menteng, Luas 1019m², Akses ke Fasilitas",Rp95 Miliar Total,"Harga per m² Rp.93,2 Juta",LT1019 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Dijual Tanah Kawasan Tanah Abang, Luas 490m², Lingkungan Nyaman, Kontur Rata",Rp46 Miliar Total,"Harga per m² Rp.93,8 Juta",LT490 m²,SHM,,,,"Tanah Abang, Jakarta Pusat",Jakarta Pusat,Tanah Abang,
,"Jual Tanah Area Premium di Percetakan Negara, Luas 274m², Ideal untuk Investasi","Rp3,9 Miliar Total","Harga per m² Rp.14,2 Juta",LT274 m²,SHM,,,,"Percetakan Negara, Jakarta Pusat",Jakarta Pusat,Percetakan Negara,
,"Tanah Potensial Kawasan Cempaka Putih, Luas 1381m², Pinggir Jalan",Rp40 Miliar Total,"Harga per m² Rp.28,9 Juta",LT1381 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,"HARGA MENARIK! Tanah di Senen, Luas 1075m², Lokasi Berkembang",Rp25 Miliar Total,"Harga per m² Rp.23,2 Juta",LT1075 m²,SHM,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"LOKASI STRATEGIS! Tanah di Senen, Luas 4241m², Kawasan Potensial, Cocok untuk Investasi",Rp159 Miliar Total,"Harga per m² Rp.37,5 Juta",LT4241 m²,Lainnya,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Tanah di Gambir, Luas 602m², Kawasan Bisnis",Rp37 Miliar Total,"Harga per m² Rp.61,4 Juta",LT602 m²,SHM,,,,"Gambir, Jakarta Pusat",Jakarta Pusat,gambir,
,"Tanah Area Potensial Kawasan Menteng, Luas 1470m², Kawasan Nyaman, Dekat Menteng, Jakarta Pusat, Jakarta Pusat",Rp110 Miliar Total,Harga per m² Rp.75 Juta,LT1470 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"Jual Tanah Area Premium Kawasan Cideng, Luas 278m², Ideal untuk Investasi",Rp15 Miliar Total,"Harga per m² Rp.53,9 Juta",LT278 m²,Lainnya,,,,"Cideng, Jakarta Pusat",Jakarta Pusat,gambir,
,"PROSPEKTIF! Tanah di Menteng, Luas 1470m², Area Berkembang",Rp110 Miliar Total,Harga per m² Rp.75 Juta,LT1470 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"LOKASI STRATEGIS! Tanah Kawasan Kemayoran, Luas 330m², Area Asri, Cocok untuk Hunian","Rp7,26 Miliar Total",Harga per m² Rp.22 Juta,LT330 m²,Lainnya,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"Tanah Komersial Kawasan Senen, Luas 1075m², Akses Mudah",Rp25 Miliar Total,"Harga per m² Rp.23,2 Juta",LT1075 m²,SHM,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
,"Jual Tanah Area Strategis Kawasan Cempaka Putih, Luas 754m², Potensi Bagus",Rp13 Miliar Total,"Harga per m² Rp.17,2 Juta",LT754 m²,SHM,,,,"Cempaka Putih, Jakarta Pusat",Jakarta Pusat,Cempaka Putih,
,Dijual Kavling Lokasi Bagus di Jakpus Harga Nego,"Rp91,4 Miliar Total",Harga per m² Rp.60 Juta,LT1524 m²,SHM,,,,"Cikini, Jakarta Pusat",Jakarta Pusat,menteng,
,"HARGA TERBAIK! Tanah di Kemayoran, Luas 1854m², Area Premium",Rp602 Juta Total,"Harga per m² Rp.32,5 Juta",LT1854 m²,SHM,,,,"Kemayoran, Jakarta Pusat",Jakarta Pusat,kemayoran,
,"Dijual Tanah Lokasi Prima di Petojo, Luas 555m², Dekat Petojo, Jakarta Pusat, Jakarta Pusat","Rp17,9 Miliar Total",lebih hemat,LT555 m²,SHM,,,,"Petojo, Jakarta Pusat",Jakarta Pusat,Petojo,
,"HARGA TERBAIK! Tanah Kawasan Menteng, Luas 1012m², Dekat Jalan Utama, Cocok untuk Hunian",Rp121 Miliar Total,Harga per m² Rp.120 Juta,LT1012 m²,SHM,,,,"Menteng, Jakarta Pusat",Jakarta Pusat,menteng,
,"For Sale Tanah di Senen, Luas 319m², Dekat Senen, Jakarta Pusat, Jakarta Pusat","Rp7,2 Miliar Total","Harga per m² Rp.22,5 Juta",LT319 m²,SHM,,,,"Senen, Jakarta Pusat",Jakarta Pusat,senen,
